1.000000	0.000010	0.000010	
0.916667	0.083333	0.000010	
0.833333	0.166667	0.000010	
0.750000	0.250000	0.000010	
0.666667	0.333333	0.000010	
0.583333	0.416667	0.000010	
0.500000	0.500000	0.000010	
0.416667	0.583333	0.000010	
0.333333	0.666667	0.000010	
0.250000	0.750000	0.000010	
0.166667	0.833333	0.000010	
0.083333	0.916667	0.000010	
0.000010	1.000000	0.000010	
0.916667	0.000010	0.083333	
0.246667	0.336667	0.416667	
0.230000	0.353333	0.416667	
0.213333	0.370000	0.416667	
0.196667	0.386667	0.416667	
0.180000	0.403333	0.416667	
0.163333	0.420000	0.416667	
0.146667	0.436667	0.416667	
0.130000	0.453333	0.416667	
0.113333	0.470000	0.416667	
0.096667	0.486667	0.416667	
0.000010	0.916667	0.083333	
0.833333	0.000010	0.166667	
0.230000	0.336667	0.433333	
0.213333	0.353333	0.433333	
0.196667	0.370000	0.433333	
0.180000	0.386667	0.433333	
0.163333	0.403333	0.433333	
0.146667	0.420000	0.433333	
0.130000	0.436667	0.433333	
0.113333	0.453333	0.433333	
0.096667	0.470000	0.433333	
0.000010	0.833333	0.166667	
0.750000	0.000010	0.250000	
0.213333	0.336667	0.450000	
0.196667	0.353333	0.450000	
0.180000	0.370000	0.450000	
0.163333	0.386667	0.450000	
0.146667	0.403333	0.450000	
0.130000	0.420000	0.450000	
0.113333	0.436667	0.450000	
0.096667	0.453333	0.450000	
0.000010	0.750000	0.250000	
0.666667	0.000010	0.333333	
0.196667	0.336667	0.466667	
0.180000	0.353333	0.466667	
0.163333	0.370000	0.466667	
0.146667	0.386667	0.466667	
0.130000	0.403333	0.466667	
0.113333	0.420000	0.466667	
0.096667	0.436667	0.466667	
0.000010	0.666667	0.333333	
0.583333	0.000010	0.416667	
0.180000	0.336667	0.483333	
0.163333	0.353333	0.483333	
0.146667	0.370000	0.483333	
0.130000	0.386667	0.483333	
0.113333	0.403333	0.483333	
0.096667	0.420000	0.483333	
0.000010	0.583333	0.416667	
0.500000	0.000010	0.500000	
0.163333	0.336667	0.500000	
0.146667	0.353333	0.500000	
0.130000	0.370000	0.500000	
0.113333	0.386667	0.500000	
0.096667	0.403333	0.500000	
0.000010	0.500000	0.500000	
0.416667	0.000010	0.583333	
0.146667	0.336667	0.516667	
0.130000	0.353333	0.516667	
0.113333	0.370000	0.516667	
0.096667	0.386667	0.516667	
0.000010	0.416667	0.583333	
0.333333	0.000010	0.666667	
0.130000	0.336667	0.533333	
0.113333	0.353333	0.533333	
0.096667	0.370000	0.533333	
0.000010	0.333333	0.666667	
0.250000	0.000010	0.750000	
0.113333	0.336667	0.550000	
0.096667	0.353333	0.550000	
0.000010	0.250000	0.750000	
0.166667	0.000010	0.833333	
0.096667	0.336667	0.566667	
0.000010	0.166667	0.833333	
0.083333	0.000010	0.916667	
0.000010	0.083333	0.916667	
0.000010	0.000010	1.000000	
