1.000018	0.000002	0.000000	
0.916683	0.083327	0.000000	
0.833348	0.166662	0.000000	
0.750013	0.249997	0.000000	
0.666678	0.333332	0.000000	
0.583343	0.416667	0.000000	
0.500008	0.500002	0.000000	
0.416673	0.583337	0.000000	
0.333338	0.666672	0.000000	
0.250003	0.750007	0.000000	
0.166668	0.833342	0.000000	
0.083333	0.916677	0.000000	
0.000008	1.000012	0.000000	
0.916687	0.000000	0.083323	
0.320480	0.304793	0.374728	
0.295425	0.329847	0.374728	
0.270371	0.354902	0.374728	
0.245316	0.379956	0.374728	
0.220262	0.405011	0.374728	
0.195207	0.430065	0.374728	
0.170153	0.455120	0.374728	
0.145098	0.480174	0.374728	
0.120044	0.505229	0.374728	
0.094989	0.530283	0.374728	
0.000000	0.916718	0.083292	
0.833352	0.000000	0.166658	
0.283207	0.310745	0.406048	
0.237771	0.343271	0.418958	
0.217511	0.363531	0.418958	
0.197250	0.383792	0.418958	
0.176990	0.404052	0.418958	
0.156729	0.424313	0.418958	
0.136469	0.444573	0.418958	
0.116208	0.464833	0.418958	
0.095948	0.485094	0.418958	
0.000000	0.833377	0.166633	
0.750016	0.000000	0.249994	
0.259719	0.310745	0.429536	
0.208908	0.347424	0.443668	
0.184458	0.368328	0.447214	
0.166863	0.385924	0.447214	
0.149267	0.403519	0.447214	
0.131672	0.421115	0.447214	
0.114076	0.438710	0.447214	
0.096481	0.456305	0.447214	
0.000000	0.750035	0.249975	
0.666681	0.000000	0.333329	
0.236231	0.310745	0.453024	
0.190131	0.347424	0.462446	
0.161529	0.370855	0.467617	
0.144227	0.387364	0.468409	
0.128432	0.403159	0.468409	
0.112636	0.418954	0.468409	
0.096841	0.434750	0.468409	
0.000000	0.666693	0.333317	
0.583345	0.000000	0.416665	
0.212743	0.310745	0.476512	
0.171353	0.347424	0.481223	
0.145337	0.370855	0.483808	
0.126029	0.388432	0.485540	
0.111568	0.402892	0.485540	
0.097108	0.417352	0.485540	
0.000000	0.583352	0.416658	
0.500010	0.000000	0.500000	
0.189255	0.310745	0.500000	
0.152576	0.347424	0.500000	
0.129145	0.370855	0.500000	
0.111568	0.388432	0.500000	
0.097108	0.402892	0.500000	
0.000000	0.500010	0.500000	
0.416675	0.000000	0.583335	
0.165767	0.310745	0.523488	
0.133799	0.347424	0.518777	
0.112953	0.370855	0.516192	
0.097108	0.388432	0.514460	
0.000000	0.416668	0.583342	
0.333339	0.000000	0.666671	
0.142279	0.310745	0.546976	
0.115022	0.347424	0.537554	
0.096762	0.370855	0.532383	
0.000000	0.333327	0.666683	
0.250004	0.000000	0.750006	
0.118790	0.310745	0.570464	
0.096245	0.347424	0.556332	
0.000000	0.249985	0.750025	
0.166668	0.000000	0.833342	
0.095302	0.310745	0.593952	
0.000000	0.166643	0.833367	
0.083333	0.000000	0.916677	
-0.000000	0.083302	0.916708	
0.000008	-0.000000	1.000013	
