1.000022	0.000009	0.000000	0.000006	0.000003	
0.857161	0.142860	0.000000	0.000006	0.000003	
0.714300	0.285722	-0.000000	0.000006	0.000003	
0.571438	0.428583	-0.000000	0.000006	0.000003	
0.428577	0.571444	0.000000	0.000006	0.000003	
0.285716	0.714306	0.000000	0.000006	0.000003	
0.142854	0.857167	0.000000	0.000006	0.000003	
0.000003	1.000028	0.000000	0.000006	0.000003	
0.857169	0.000008	0.142849	0.000004	-0.000000	
0.714305	0.142861	0.142849	0.000004	-0.000000	
0.571442	0.285725	0.142849	0.000004	0.000000	
0.428579	0.428588	0.142849	0.000004	0.000000	
0.285716	0.571451	0.142849	0.000004	0.000000	
0.142853	0.714314	0.142849	0.000004	0.000000	
0.000000	0.857177	0.142849	0.000004	0.000000	
0.714305	0.000008	0.285712	0.000004	0.000000	
0.571442	0.142861	0.285712	0.000004	0.000000	
0.428579	0.285725	0.285712	0.000004	0.000000	
0.285716	0.428588	0.285712	0.000004	0.000000	
0.142853	0.571451	0.285712	0.000004	0.000000	
0.000000	0.714314	0.285712	0.000004	0.000000	
0.571442	0.000008	0.428575	0.000004	0.000000	
0.428579	0.142861	0.428575	0.000004	0.000000	
0.285716	0.285725	0.428575	0.000004	0.000000	
0.142853	0.428588	0.428575	0.000004	0.000000	
0.000000	0.571451	0.428575	0.000004	0.000000	
0.428579	0.000008	0.571438	0.000004	0.000000	
0.285716	0.142861	0.571438	0.000004	0.000000	
0.142853	0.285725	0.571438	0.000004	0.000000	
0.000000	0.428588	0.571438	0.000004	0.000000	
0.285716	0.000008	0.714301	0.000004	0.000000	
0.142853	0.142861	0.714301	0.000004	0.000000	
0.000000	0.285725	0.714301	0.000004	0.000000	
0.142853	0.000008	0.857164	0.000004	0.000000	
0.000000	0.142861	0.857164	0.000004	0.000000	
0.000000	0.000008	1.000028	0.000004	0.000000	
0.857161	0.000009	0.000000	0.142857	0.000003	
0.714300	0.142860	0.000000	0.142857	0.000003	
0.571438	0.285722	0.000000	0.142857	0.000003	
0.428577	0.428583	-0.000000	0.142857	0.000003	
0.285716	0.571444	0.000000	0.142857	0.000003	
0.142854	0.714306	0.000000	0.142857	0.000003	
0.000003	0.857167	0.000000	0.142857	0.000003	
0.714305	0.000008	0.142849	0.142857	-0.000000	
0.571442	0.142861	0.142849	0.142857	0.000000	
0.428579	0.285725	0.142849	0.142857	0.000000	
0.285716	0.428588	0.142849	0.142857	0.000000	
0.142853	0.571451	0.142849	0.142857	0.000000	
0.000000	0.714314	0.142849	0.142857	0.000000	
0.571442	0.000008	0.285712	0.142857	0.000000	
0.428579	0.142861	0.285712	0.142857	0.000000	
0.285716	0.285725	0.285712	0.142857	0.000000	
0.142853	0.428588	0.285712	0.142857	0.000000	
0.000000	0.571451	0.285712	0.142857	0.000000	
0.428579	0.000008	0.428575	0.142857	0.000000	
0.285716	0.142861	0.428575	0.142857	0.000000	
0.142853	0.285725	0.428575	0.142857	0.000000	
0.000000	0.428588	0.428575	0.142857	0.000000	
0.285716	0.000008	0.571438	0.142857	0.000000	
0.142853	0.142861	0.571438	0.142857	-0.000000	
0.000000	0.285725	0.571438	0.142857	0.000000	
0.142853	0.000008	0.714301	0.142857	0.000000	
0.000000	0.142861	0.714301	0.142857	0.000000	
0.000000	0.000008	0.857164	0.142857	0.000000	
0.714300	0.000009	0.000000	0.285719	0.000003	
0.571438	0.142860	0.000000	0.285719	0.000003	
0.428577	0.285722	0.000000	0.285719	0.000003	
0.285716	0.428583	-0.000000	0.285719	0.000003	
0.142854	0.571444	-0.000000	0.285719	0.000003	
0.000003	0.714306	0.000000	0.285719	0.000003	
0.571442	0.000008	0.142849	0.285720	0.000000	
0.428579	0.142861	0.142849	0.285720	0.000000	
0.285716	0.285725	0.142849	0.285720	0.000000	
0.142853	0.428588	0.142849	0.285720	0.000000	
-0.000000	0.571451	0.142849	0.285720	-0.000000	
0.428579	0.000008	0.285712	0.285720	-0.000000	
0.285716	0.142861	0.285712	0.285720	0.000000	
0.142853	0.285725	0.285712	0.285720	0.000000	
0.000000	0.428588	0.285712	0.285720	0.000000	
0.285716	0.000008	0.428575	0.285720	0.000000	
0.142853	0.142861	0.428575	0.285720	0.000000	
-0.000000	0.285725	0.428575	0.285720	-0.000000	
0.142853	0.000008	0.571438	0.285720	0.000000	
0.000000	0.142861	0.571438	0.285720	0.000000	
0.000000	0.000008	0.714301	0.285720	0.000000	
0.571438	0.000009	0.000000	0.428580	0.000003	
0.428577	0.142860	0.000000	0.428580	0.000003	
0.285716	0.285722	0.000000	0.428580	0.000003	
0.142854	0.428583	0.000000	0.428580	0.000003	
0.000003	0.571444	-0.000000	0.428580	0.000003	
0.428579	0.000008	0.142849	0.428583	0.000000	
0.285716	0.142861	0.142849	0.428583	0.000000	
0.142853	0.285725	0.142849	0.428583	0.000000	
0.000000	0.428588	0.142849	0.428583	0.000000	
0.285716	0.000008	0.285712	0.428583	0.000000	
0.142853	0.142861	0.285712	0.428583	0.000000	
0.000000	0.285725	0.285712	0.428583	0.000000	
0.142853	0.000008	0.428575	0.428583	0.000000	
0.000000	0.142861	0.428575	0.428583	0.000000	
0.000000	0.000008	0.571438	0.428583	0.000000	
0.428577	0.000009	0.000000	0.571441	0.000003	
0.285716	0.142860	0.000000	0.571441	0.000003	
0.142854	0.285722	0.000000	0.571441	0.000003	
0.000003	0.428583	0.000000	0.571441	0.000003	
0.285716	0.000008	0.142849	0.571447	0.000000	
0.142853	0.142861	0.142849	0.571447	-0.000000	
0.000000	0.285725	0.142849	0.571447	0.000000	
0.142853	0.000008	0.285712	0.571447	0.000000	
-0.000000	0.142861	0.285712	0.571447	-0.000000	
0.000000	0.000008	0.428575	0.571447	0.000000	
0.285716	0.000009	0.000000	0.714303	0.000003	
0.142854	0.142860	0.000000	0.714303	0.000003	
0.000003	0.285722	-0.000000	0.714303	0.000003	
0.142853	0.000008	0.142849	0.714310	0.000000	
0.000000	0.142861	0.142849	0.714310	0.000000	
0.000000	0.000008	0.285712	0.714310	0.000000	
0.142854	0.000009	0.000000	0.857164	0.000003	
0.000003	0.142860	0.000000	0.857164	0.000003	
0.000000	0.000008	0.142849	0.857173	0.000000	
0.000003	0.000009	0.000000	1.000025	0.000003	
0.857161	0.000009	0.000000	0.000006	0.142854	
0.714300	0.142860	0.000000	0.000006	0.142854	
0.571438	0.285722	0.000000	0.000006	0.142854	
0.428577	0.428583	-0.000000	0.000006	0.142854	
0.285716	0.571444	0.000000	0.000006	0.142854	
0.142854	0.714306	0.000000	0.000006	0.142854	
0.000003	0.857167	0.000000	0.000006	0.142854	
0.714320	0.000007	0.142843	0.000000	0.142850	
0.571452	0.142864	0.142843	0.000000	0.142850	
0.428585	0.285732	0.142843	0.000000	0.142850	
0.285718	0.428599	0.142843	0.000000	0.142850	
0.142850	0.571467	0.142843	0.000000	0.142850	
