1.000010	0.000000	
0.618340	0.381660	
0.593375	0.406625	
0.578022	0.421978	
0.566778	0.433222	
0.557851	0.442149	
0.550420	0.449580	
0.544040	0.455960	
0.538441	0.461559	
0.533445	0.466555	
0.528929	0.471071	
0.524807	0.475193	
0.521013	0.478987	
0.517495	0.482505	
0.514216	0.485784	
0.511143	0.488857	
0.508250	0.491750	
0.505517	0.494483	
0.502927	0.497073	
0.500464	0.499536	
0.498117	0.501883	
0.495873	0.504127	
0.493725	0.506275	
0.491664	0.508336	
0.489682	0.510318	
0.487774	0.512226	
0.485935	0.514065	
0.484158	0.515842	
0.482441	0.517559	
0.480778	0.519222	
0.479166	0.520834	
0.477603	0.522397	
0.476085	0.523915	
0.474609	0.525391	
0.473173	0.526827	
0.471775	0.528225	
0.470413	0.529587	
0.469085	0.530915	
0.467790	0.532210	
0.466524	0.533476	
0.465288	0.534712	
0.464080	0.535920	
0.462898	0.537102	
0.461742	0.538258	
0.460610	0.539390	
0.459500	0.540500	
0.458413	0.541587	
0.457348	0.542652	
0.456302	0.543698	
0.455277	0.544723	
0.454270	0.545730	
0.453281	0.546719	
0.452310	0.547690	
0.451355	0.548645	
0.450417	0.549583	
0.449489	0.550511	
0.448546	0.551454	
0.447582	0.552418	
0.446597	0.553403	
0.445590	0.554410	
0.444560	0.555440	
0.443506	0.556494	
0.442426	0.557574	
0.441319	0.558681	
0.440184	0.559816	
0.439020	0.560980	
0.437823	0.562177	
0.436593	0.563407	
0.435328	0.564672	
0.434025	0.565975	
0.432683	0.567317	
0.431297	0.568703	
0.429865	0.570135	
0.428385	0.571615	
0.426852	0.573148	
0.425262	0.574738	
0.423611	0.576389	
0.421893	0.578107	
0.420103	0.579897	
0.418234	0.581766	
0.416277	0.583723	
0.414225	0.585775	
0.412066	0.587934	
0.409789	0.590211	
0.407379	0.592621	
0.404818	0.595182	
0.402085	0.597915	
0.399153	0.600847	
0.395991	0.604009	
0.392556	0.607444	
0.388794	0.611206	
0.384630	0.615370	
0.379964	0.620036	
0.374648	0.625352	
0.368456	0.631544	
0.361016	0.638984	
0.351647	0.648353	
0.338852	0.661148	
0.318048	0.681952	
0.000000	1.000010	
