1.000016	0.000004	0.000000	
0.916682	0.083328	0.000000	
0.833347	0.166663	0.000000	
0.750012	0.249998	0.000000	
0.666677	0.333333	0.000000	
0.583342	0.416668	0.000000	
0.500008	0.500002	-0.000000	
0.416673	0.583337	0.000000	
0.333338	0.666672	0.000000	
0.250003	0.750007	0.000000	
0.166668	0.833342	0.000000	
0.083334	0.916676	0.000000	
0.000009	1.000011	0.000000	
0.916690	0.000000	0.083320	
0.305305	0.278474	0.416221	
0.279366	0.304413	0.416221	
0.253427	0.330352	0.416221	
0.227488	0.356291	0.416221	
0.201549	0.382230	0.416221	
0.175610	0.408169	0.416221	
0.149671	0.434108	0.416221	
0.123732	0.460047	0.416221	
0.097793	0.485986	0.416221	
0.071854	0.511925	0.416221	
0.000000	0.916749	0.083261	
0.833354	0.000000	0.166656	
0.254300	0.288868	0.456833	
0.218643	0.316008	0.465349	
0.197535	0.337116	0.465349	
0.176428	0.358224	0.465349	
0.155320	0.379331	0.465349	
0.134212	0.400439	0.465349	
0.113104	0.421547	0.465349	
0.091996	0.442655	0.465349	
0.070888	0.463763	0.465349	
0.000000	0.833403	0.166607	
0.750019	0.000000	0.249991	
0.231418	0.288868	0.479715	
0.180769	0.322498	0.496733	
0.162365	0.340902	0.496733	
0.143962	0.359305	0.496733	
0.125558	0.377709	0.496733	
0.107155	0.396112	0.496733	
0.088751	0.414516	0.496733	
0.070347	0.432920	0.496733	
0.000000	0.750058	0.249952	
0.666683	0.000000	0.333327	
0.208536	0.288868	0.502597	
0.161356	0.322964	0.515680	
0.136253	0.343471	0.520276	
0.119685	0.360039	0.520276	
0.103117	0.376608	0.520276	
0.086548	0.393176	0.520276	
0.069980	0.409744	0.520276	
0.000000	0.666712	0.333298	
0.583347	0.000000	0.416663	
0.185654	0.288868	0.525479	
0.143147	0.322964	0.533889	
0.116773	0.344745	0.538482	
0.100111	0.360586	0.539303	
0.084909	0.375788	0.539303	
0.069707	0.390990	0.539303	
0.000000	0.583366	0.416644	
0.500012	0.000000	0.499998	
0.162772	0.288868	0.548361	
0.124937	0.322964	0.552099	
0.101115	0.344745	0.554140	
0.083620	0.361016	0.555364	
0.069492	0.375143	0.555364	
0.000000	0.500020	0.499990	
0.416676	0.000000	0.583334	
0.139889	0.288868	0.571243	
0.106728	0.322964	0.570309	
0.085457	0.344745	0.569798	
0.069458	0.361084	0.569458	
0.000000	0.416674	0.583336	
0.333341	0.000000	0.666669	
0.117007	0.288868	0.594125	
0.088518	0.322964	0.588518	
0.069798	0.344745	0.585457	
0.000000	0.333328	0.666682	
0.250005	0.000000	0.750005	
0.094125	0.288868	0.617007	
0.070309	0.322964	0.606728	
0.000000	0.249982	0.750028	
0.166669	0.000000	0.833341	
0.071243	0.288868	0.639889	
0.000000	0.166637	0.833373	
0.083334	0.000000	0.916676	
0.000000	0.083291	0.916719	
0.000008	0.000000	1.000012	
0.066667	0.366667	0.566667	
0.752763	0.123618	0.123618	
0.736572	0.139810	0.123618	
0.720380	0.156002	0.123618	
0.704188	0.172193	0.123618	
0.687996	0.188385	0.123618	
0.669550	0.207188	0.123262	
0.645927	0.231665	0.122408	
0.616699	0.262034	0.121268	
0.577735	0.302661	0.119604	
0.516742	0.366586	0.116672	
0.736572	0.123618	0.139810	
0.722169	0.138916	0.138916	
0.706812	0.153961	0.139227	
0.689490	0.170913	0.139597	
0.669550	0.190403	0.140047	
0.645927	0.213455	0.140617	
0.616699	0.241924	0.141377	
0.577735	0.279779	0.142486	
0.516742	0.338818	0.144441	
0.720380	0.123618	0.156002	
0.706812	0.139227	0.153961	
0.689490	0.155255	0.155255	
0.669550	0.173618	0.156833	
0.645927	0.195246	0.158827	
0.616699	0.221815	0.161487	
0.577735	0.256897	0.165368	
0.516742	0.311049	0.172209	
0.704188	0.123618	0.172193	
0.689490	0.139597	0.170913	
0.669550	0.156833	0.173618	
0.645927	0.177036	0.177036	
0.616699	0.201705	0.181596	
0.577735	0.234015	0.188250	
0.516742	0.283281	0.199977	
0.687996	0.123618	0.188385	
0.669550	0.140047	0.190403	
0.645927	0.158827	0.195246	
0.616699	0.181596	0.201705	
0.577735	0.211132	0.211132	
0.516742	0.255513	0.227745	
0.669550	0.123262	0.207188	
0.645927	0.140617	0.213455	
0.616699	0.161487	0.221815	
0.577735	0.188250	0.234015	
0.516742	0.227745	0.255513	
0.645927	0.122408	0.231665	
0.616699	0.141377	0.241924	
0.577735	0.165368	0.256897	
0.516742	0.199977	0.283281	
0.616699	0.121268	0.262034	
0.577735	0.142486	0.279779	
0.516742	0.172209	0.311049	
0.577735	0.119604	0.302661	
0.516742	0.144441	0.338818	
0.516742	0.116672	0.366586	
0.733333	0.133333	0.133333
